T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
533,Aruba,2015,Major trading partner 1 (% of exports),Colombia,,27.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2021,Major trading partner 1 (% of exports),Colombia,,49.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2010,Major trading partner 1 (% of imports),United States,,50.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2015,Major trading partner 1 (% of imports),United States,,54.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2021,Major trading partner 1 (% of imports),United States,,50.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2010,Major trading partner 2 (% of exports),United States,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2015,Major trading partner 2 (% of exports),United States,,6.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2021,Major trading partner 2 (% of exports),United States,,23.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2010,Major trading partner 2 (% of imports),Netherlands,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2015,Major trading partner 2 (% of imports),Netherlands,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2021,Major trading partner 2 (% of imports),Netherlands,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2015,Major trading partner 3 (% of exports),Curaçao,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2021,Major trading partner 3 (% of exports),Curaçao,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2010,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2015,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
533,Aruba,2021,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2010,Major trading partner 1 (% of exports),China,,25.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2015,Major trading partner 1 (% of exports),China,,31.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2021,Major trading partner 1 (% of exports),China,,34.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2010,Major trading partner 1 (% of imports),China,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2015,Major trading partner 1 (% of imports),China,,23.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2021,Major trading partner 1 (% of imports),China,,27.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2010,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2021,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2010,Major trading partner 2 (% of imports),United States,,12.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2015,Major trading partner 2 (% of imports),United States,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2021,Major trading partner 2 (% of imports),United States,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2010,Major trading partner 3 (% of exports),Japan,,18.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2015,Major trading partner 3 (% of exports),Japan,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2021,Major trading partner 3 (% of exports),Japan,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2010,Major trading partner 3 (% of imports),Japan,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2015,Major trading partner 3 (% of imports),Japan,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
36,Australia,2021,Major trading partner 3 (% of imports),Japan,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2010,Major trading partner 1 (% of exports),Germany,,31.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2015,Major trading partner 1 (% of exports),Germany,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2021,Major trading partner 1 (% of exports),Germany,,29.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2010,Major trading partner 1 (% of imports),Germany,,38.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2015,Major trading partner 1 (% of imports),Germany,,36.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2021,Major trading partner 1 (% of imports),Germany,,39.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2010,Major trading partner 2 (% of exports),Italy,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2015,Major trading partner 2 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2021,Major trading partner 2 (% of exports),Italy,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2010,Major trading partner 2 (% of imports),Italy,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2015,Major trading partner 2 (% of imports),Italy,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2021,Major trading partner 2 (% of imports),Italy,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2010,Major trading partner 3 (% of exports),United States,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2015,Major trading partner 3 (% of exports),United States,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2021,Major trading partner 3 (% of exports),United States,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2010,Major trading partner 3 (% of imports),Switzerland,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2015,Major trading partner 3 (% of imports),Switzerland,,5.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
40,Austria,2021,Major trading partner 3 (% of imports),Switzerland,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2010,Major trading partner 1 (% of exports),Italy,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2015,Major trading partner 1 (% of exports),Italy,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2021,Major trading partner 1 (% of exports),Italy,,41.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2010,Major trading partner 1 (% of imports),Russian Federation,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2015,Major trading partner 1 (% of imports),Russian Federation,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2021,Major trading partner 1 (% of imports),Russian Federation,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2010,Major trading partner 2 (% of exports),Türkiye,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2015,Major trading partner 2 (% of exports),Türkiye,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2021,Major trading partner 2 (% of exports),Türkiye,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2010,Major trading partner 2 (% of imports),Türkiye,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2015,Major trading partner 2 (% of imports),Türkiye,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2021,Major trading partner 2 (% of imports),Türkiye,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
31,Azerbaijan,2010,Major trading partner 3 (% of exports),Russian Federation,,3.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
